STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2295,CORAPUZHA AT KANAYANKODE,NAN,26.50,5.30,7.20,9753.00,0.90,0.26,1600.00,2650.00,2010.00
2296,R THALLASSERY AT PATHIPPALAM,NAN,28.40,6.50,5.80,67.00,0.40,0.54,123.00,520.00,2010.00
2297,ANCHARAKANDY AT MERUVAMBA,NAN,28.10,6.90,6.10,86.00,0.60,0.49,73.00,183.00,2010.00
2298,R KUPPAM AT RAYAROM,NAN,26.80,7.00,6.60,59.00,0.80,0.42,123.00,418.00,2010.00
2299,RAMAPURAM AT RAMAPURAM BRIDGE,NAN,28.60,5.60,6.40,7904.00,1.00,0.40,165.00,278.00,2010.00
2300,PERUVAMBA AT CHANDAPPURA,NAN,28.10,6.80,6.00,55.00,0.50,0.25,590.00,910.00,2010.00
2301,R KAVVAI AT KUTTIYOL PALAM,NAN,29.00,6.00,5.90,105.00,1.00,0.63,73.00,195.00,2010.00
2302,NEELASWARAM AT NAMBIARKAL DAM,NAN,28.80,6.30,7.00,2759.00,1.40,0.22,963.00,1400.00,2010.00
1448,NAGAVALLI AT THOTAPALLI REGULATOR,NAN,28.00,6.50,7.60,312.00,1.10,2.41,3.00,354.00,2010.00
2352,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",NAN,27.40,6.40,7.70,203.00,1.10,3.34,3.00,357.00,2010.00
1444,KALI AT D/S WEST COAST PAPER MILL,NAN,28.80,7.30,7.30,308.00,4.20,2.43,116.00,185.00,2010.00
1456,"RUSHIKULYA AT GANJAM D/S, ",NAN,30.80,6.80,7.80,23761.00,1.90,0.67,145.00,460.00,2010.00
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",NAN,28.00,7.50,8.10,228.00,2.10,0.40,3390.00,5850.00,2010.00
1643,"NAGAVALLI AT RAYAGADA D/S, ",NAN,27.30,7.70,8.10,243.00,1.60,0.71,1930.00,4450.00,2010.00
2422,"PENTA U/S, JAYKAYPUR TOWN",NAN,29.00,7.60,7.90,191.00,1.40,0.13,1188.00,1985.00,2010.00
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",NAN,24.50,7.50,7.90,237.00,1.80,0.45,1225.00,2425.00,2010.00
2424,BUDHABALANGA AT BALASORE D/S,NAN,24.80,7.40,7.70,865.00,1.90,0.30,1300.00,2675.00,2010.00
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",NAN,25.30,6.70,6.90,132.00,1.20,0.32,953.00,1823.00,2010.00
2426,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),NAN,26.80,7.10,7.90,211.00,1.40,0.48,1065.00,2098.00,2010.00
2427,GUNUPUR (INTERSTATE BOUNDRY),NAN,29.00,6.70,7.90,182.00,1.10,0.24,735.00,1510.00,2010.00
2442,GAUTAMINANGODAVARI RIVER,NAN,29.00,7.40,8.80,434.00,2.00,0.05,NAN,NAN,2010.00
2443,GAUTAMINANGODAVARI RIVER,NAN,28.00,6.40,8.30,565.00,2.00,0.05,NAN,NAN,2010.00
2444,CORINGA RIVER,NAN,28.00,6.90,8.80,238.00,4.00,0.05,NAN,NAN,2010.00
2445,MAHE RIVER,NAN,28.00,6.30,6.60,425.00,NAN,NAN,NAN,NAN,2010.00
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,NAN,24.80,7.40,7.00,75.00,1.60,0.05,78.00,118.00,2010.00
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",NAN,27.20,7.20,6.80,70.00,1.80,0.09,78.00,148.00,2010.00
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",NAN,27.30,6.60,7.00,119.00,2.50,0.33,233.00,374.00,2010.00
1162,TAMBIRAPARANI AT MURAPPANADU,NAN,28.40,6.90,7.00,236.00,1.90,0.25,83.00,157.00,2010.00
1328,TAMBIRAPARANI AT PAPPANKULAM,NAN,26.80,7.00,6.90,73.00,1.70,0.40,87.00,144.00,2010.00
1329,TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,NAN,25.20,7.20,6.90,75.00,1.50,0.20,83.00,128.00,2010.00
1330,TAMBIRAPARANI AT ARUMUGANERI,NAN,28.40,6.90,7.20,385.00,2.30,0.13,108.00,196.00,2010.00
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,NAN,28.20,6.40,7.60,860.00,3.30,0.40,253.00,379.00,2010.00
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",NAN,24.00,7.60,6.60,166.00,2.00,1.80,90.00,140.00,2010.00
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",NAN,29.00,6.90,7.20,308.00,1.90,0.49,60.00,170.00,2010.00
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",NAN,25.00,6.80,6.70,247.00,2.10,1.84,280.00,500.00,2010.00
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",NAN,25.00,6.60,6.90,359.00,2.30,0.59,110.00,280.00,2010.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,15.00,6.50,7.60,450.00,18.00,12.00,NAN,NAN,2010.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,23.50,6.10,7.80,825.00,16.00,14.00,NAN,NAN,2010.00
1885,GHAGGAR AT D/S OF SURAJPUR,NAN,NAN,6.50,8.40,240.00,2.70,0.62,NAN,NAN,2010.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,15.00,6.90,7.80,480.00,18.00,16.00,NAN,NAN,2010.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,20.30,5.60,6.70,807.00,10.80,2.00,1825.00,7500.00,2010.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,20.00,4.90,6.80,1097.00,26.50,4.80,14000.00,46250.00,2010.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,20.00,4.90,6.60,834.00,13.10,2.60,2875.00,9500.00,2010.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",NAN,19.80,5.20,6.70,1027.00,28.00,5.90,17500.00,57500.00,2010.00
1718,"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",NAN,32.70,3.30,7.90,897.00,1.30,0.97,5.00,12.00,2010.00
1719,"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",NAN,34.50,4.90,8.00,510.00,1.20,0.35,4.00,8.00,2010.00
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,19.80,5.00,6.90,1172.00,25.50,3.80,15500.00,48750.00,2010.00
1884,KALA AMB D/S MARKANDA RIVER,NAN,27.00,4.80,7.80,599.00,534.50,3.75,2200.00,5000.00,2010.00
1698,"D/S CHHATBIR, PUNJAB",NAN,20.50,4.70,6.70,906.00,25.30,7.70,23500.00,47500.00,2010.00
1699,"U/S DHAKANSU NALLAH, PUNJAB",NAN,20.50,5.40,6.80,883.00,15.40,5.10,9500.00,21750.00,2010.00
1700,"D/S DHAKANSU NALLAH, PUNJAB",NAN,20.50,5.10,7.60,1069.00,26.50,6.60,20250.00,49250.00,2010.00
1701,"D/S JHARMAL NADI, PUNJAB",NAN,21.00,4.20,7.60,1168.00,31.80,7.60,20000.00,46500.00,2010.00
1702,"U/S JHARMAL NADI, PUNJAB",NAN,20.30,4.80,6.60,905.00,15.00,3.30,6000.00,10500.00,2010.00
1704,"D/S SARDULGARH, PUNJAB",NAN,20.00,4.50,6.60,1269.00,30.30,4.10,21000.00,42750.00,2010.00
1705,"U/S SARDULGARH, PUNJAB",NAN,20.00,4.70,6.70,1216.00,26.80,3.70,13250.00,31500.00,2010.00
1717,"KODRA DAM, MOUNT ABU, ",NAN,21.30,5.20,7.30,465.00,0.90,0.59,4.00,9.00,2010.00
2624,MARKANDA U/S KALA AMB,NAN,22.10,7.80,8.20,410.00,1.20,0.10,16.00,32.00,2010.00
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,NAN,22.33,6.70,8.12,396.00,1.53,0.15,10.00,29.00,2010.00
1871,"MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,21.50,8.00,8.10,403.00,0.80,0.10,12.00,25.00,2010.00
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,24.00,4.88,7.94,149.00,2.65,NAN,NAN,165.00,2010.00
1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,22.00,5.67,7.02,153.00,1.67,NAN,NAN,22.00,2010.00
1458,"IRIL AT PORAMPET, MANIPUR",NAN,24.00,6.00,6.90,300.00,2.23,NAN,NAN,91.00,2010.00
1624,"LILONG, MANIPUR",NAN,23.00,6.15,7.45,234.00,2.00,NAN,NAN,222.00,2010.00
1625,"HUMP BRIDGE, MANIPUR",NAN,23.00,2.70,7.35,357.00,8.45,NAN,NAN,636.00,2010.00
1626,"HEIRANGOITHONG, MANIPUR",NAN,24.00,2.98,7.52,422.00,5.53,NAN,NAN,531.00,2010.00
1627,"KIYAMGI, MANIPUR",NAN,24.00,5.48,7.42,180.00,2.08,NAN,NAN,136.00,2010.00
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,23.00,5.13,7.46,162.00,2.23,NAN,NAN,211.00,2010.00
1427,UMTREW AT BYRNIHAT EAST,NAN,25.00,7.85,7.13,254.00,6.68,3.35,345.00,488.00,2010.00
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",NAN,24.00,6.58,6.50,655.00,5.93,4.00,40.00,60.00,2010.00
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,20.00,7.58,7.03,191.00,2.08,2.65,2350.00,2900.00,2010.00
1632,"GANOL RIVER TURA, MEGHALAYA",NAN,24.00,8.23,7.05,137.00,1.40,3.20,243.00,323.00,2010.00
1633,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,25.00,8.23,7.38,143.00,1.55,3.55,255.00,360.00,2010.00
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,22.00,6.60,7.30,210.00,1.30,NAN,8.50,242.00,2010.00
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,22.00,6.80,7.20,220.00,1.50,NAN,NAN,97.00,2010.00
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.00,6.80,7.00,317.00,1.50,NAN,8.00,45.00,2010.00
2053,TUIRIAL LOWER CATCHMENT,NAN,23.00,6.40,6.70,323.00,1.40,NAN,19.00,205.00,2010.00
1403,GUMTI AT U/S SOUTH TRIPURA,tripura,28.00,6.50,7.70,146.00,1.60,NAN,302.00,390.00,2010.00
1404,GUMTI AT D/S SOUTH TRIPURA,tripura,28.00,6.20,7.70,176.00,3.50,0.20,532.00,592.00,2010.00
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,29.00,6.30,8.00,198.00,4.20,0.30,524.00,686.00,2010.00
1150,NAN,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",28.00,7.30,7.40,332.00,0.70,0.30,6.00,12.00,2009.00
1246,NAN,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",29.00,6.50,7.50,21417.00,16.40,0.40,15.00,37.00,2009.00
2459,NAN,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",30.00,6.10,7.30,11855.00,12.50,18.60,180.00,902.00,2009.00
2460,NAN,"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",30.00,6.30,7.40,24506.00,136.00,16.90,158.00,698.00,2009.00
2461,NAN,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",30.00,5.90,7.50,25343.00,56.50,7.70,180.00,1800.00,2009.00
2462,NAN,"DAMANGANGA VAPI WEIR,VAPI, DAMAN",30.00,6.60,7.80,371.00,NAN,4.10,180.00,1800.00,2009.00
2463,NAN,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",30.00,6.20,7.40,368.00,8.00,3.20,265.00,1075.00,2009.00
2464,NAN,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",30.00,6.70,7.70,354.00,4.00,2.60,137.00,947.00,2009.00
2465,NAN,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33.00,6.80,8.00,374.00,21.00,1.50,180.00,1800.00,2009.00
2466,NAN,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",30.00,5.90,7.40,7173.00,12.00,58.10,7.00,607.00,2009.00
1393,NAN,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",28.00,7.30,7.40,332.00,0.70,0.30,6.00,12.00,2009.00
1860,NAN,BALEHWAR KHADI AT N.H. NO. 8,30.00,5.70,8.00,601.00,7.40,0.50,14600.00,28666.00,2009.00
1861,NAN,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,30.00,4.70,8.30,753.00,3.70,0.50,9166.00,21333.00,2009.00
1862,NAN,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,28.00,5.80,7.80,16177.00,3.00,0.50,10100.00,25000.00,2009.00
1865,NAN,RIVER DHADAR AT KOTHADA,30.00,2.50,7.50,1108.00,6.00,0.60,16.00,85.00,2009.00
1148,NAN,"AMBIKA AT BILIMORA, GUJARAT",30.00,6.10,8.10,14921.00,3.20,0.30,4300.00,23625.00,2009.00
1434,NAN,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",30.00,0.60,7.10,3115.00,36.50,1.70,4450.00,15425.00,2009.00
1436,NAN,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",27.00,3.20,7.80,5073.00,5.80,0.20,833.00,1366.00,2009.00
1438,NAN,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",30.00,4.20,8.20,901.00,6.70,0.40,9750.00,21500.00,2009.00
2072,NAN,RIVER BHOGAVO D/S OF SURENDRANAGAR.,28.00,2.90,8.30,11405.00,5.60,0.10,49.00,148.00,2009.00
2082,NAN,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",29.00,5.00,7.70,47156.00,3.10,0.10,41.00,114.00,2009.00
1399,NAN,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",31.00,7.20,6.30,14100.00,1.60,0.41,13.00,17.00,2009.00
1400,NAN,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",29.00,5.50,7.80,401.00,1.30,0.21,2.00,5.00,2009.00
1475,NAN,ZUARI AT PANCHAWADI,30.00,6.20,6.90,11000.00,1.30,0.48,13.00,17.00,2009.00
1476,NAN,"MANDOVI AT TONCA, MARCELA, GOA",29.00,6.50,6.80,30190.00,2.30,0.04,5.00,8.00,2009.00
1543,NAN,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",24.00,8.10,7.70,7400.00,2.60,0.10,79.00,130.00,2009.00
1544,NAN,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",27.00,7.80,6.40,609.00,2.30,0.08,49.00,70.00,2009.00
1545,NAN,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",27.00,7.80,6.40,90.00,2.00,NAN,13.00,17.00,2009.00
1546,NAN,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",28.00,7.20,6.50,8240.00,1.60,0.25,17.00,46.00,2009.00
1547,NAN,"RIVER TALPONA AT CANACONA, GOA",27.00,4.20,7.60,5543.00,0.70,0.18,2.00,8.00,2009.00
1548,NAN,"RIVER ASSONORA AT ASSONORA, GOA",26.00,6.50,6.40,505.00,1.60,0.13,8.00,13.00,2009.00
2270,NAN,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",28.00,7.40,6.90,3844.00,2.00,0.15,5.00,10.00,2009.00
2271,NAN,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",28.00,5.40,7.00,7692.00,1.70,0.92,29.00,48.00,2009.00
2272,NAN,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",27.00,6.60,7.20,692.00,1.90,0.34,105.00,175.00,2009.00
2273,NAN,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",29.00,5.10,7.50,NAN,2.30,0.38,1201.00,1754.00,2009.00
2274,NAN,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,29.00,7.30,6.80,20640.00,2.50,0.42,87.00,162.00,2009.00
2275,NAN,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",28.00,7.20,6.90,5350.00,2.20,0.28,134.00,206.00,2009.00
2276,NAN,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",28.00,7.00,6.80,4800.00,3.00,0.32,69.00,126.00,2009.00
1092,NAN,"KALU AT ATALE VILLAGE, MAHARASHTRA",28.00,5.50,7.70,8092.00,7.60,0.72,410.00,800.00,2009.00
1093,NAN,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",29.00,6.90,7.60,136.00,3.80,0.26,143.00,309.00,2009.00
1094,NAN,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",29.00,6.90,7.70,120.00,3.90,0.37,207.00,280.00,2009.00
1461,NAN,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",28.00,6.70,8.00,111.00,3.60,0.31,45.00,143.00,2009.00
1462,NAN,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",26.00,6.90,7.30,229.00,3.80,0.68,108.00,257.00,2009.00
2162,NAN,ULHAS RIVER ATJAMBHUL WATER WORKS.,29.00,6.80,7.50,171.00,3.80,0.34,88.00,199.00,2009.00
2164,NAN,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,29.00,6.90,7.30,183.00,2.20,1.25,2.00,56.00,2009.00
2168,NAN,MITHI RIVER,34.00,3.30,7.60,29464.00,19.40,1.78,1195.00,1536.00,2009.00
2198,NAN,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),32.00,5.40,7.20,925.00,11.70,0.78,279.00,512.00,2009.00
2199,NAN,SAVITRI RIVER AT OVALE VILLAGE.,22.00,6.20,7.20,13848.00,2.50,4.11,6.00,127.00,2009.00
1151,NAN,"PATALGANGA AT SHILPHATA, MAHARASHTRA",26.00,7.00,7.40,225.00,3.80,0.26,152.00,375.00,2009.00
1152,NAN,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",35.00,6.60,8.10,102.00,3.90,0.26,165.00,345.00,2009.00
17,NAN,"PERIYAR NEAR ALWAYENANELOOR, KERALA",28.00,8.10,6.30,1414.00,1.10,0.31,100.00,690.00,2009.00
18,NAN,"PERIYAR AT KALADY, KERALA",27.00,6.90,6.80,41.00,0.80,0.22,261.00,1487.00,2009.00
20,NAN,"CHALIYAR AT KOOLIMADU, KERALA",27.00,6.90,6.90,78.00,0.50,0.23,393.00,703.00,2009.00
21,NAN,"CHALIYAR AT CHUNGAPALLY, KERALA",26.00,6.70,6.90,5507.00,0.60,0.28,433.00,715.00,2009.00
42,NAN,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",27.00,7.30,7.00,49.00,0.70,0.66,228.00,445.00,2009.00
43,NAN,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",28.00,6.70,6.70,67.00,1.30,0.40,309.00,1025.00,2009.00
1154,NAN,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",29.00,6.50,6.60,109.00,1.20,0.37,142.00,679.00,2009.00
1155,NAN,"KARAMANA AT MOONNATTUMUKKU, KERALA",26.00,0.70,6.60,4235.00,12.50,1.48,40833.00,59417.00,2009.00
1156,NAN,"PAMBA AT CHENGANNUR, KERALA",27.00,6.90,6.50,108.00,1.00,0.42,540.00,1083.00,2009.00
1338,NAN,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",28.00,6.40,6.60,48.00,1.00,0.25,154.00,603.00,2009.00
1339,NAN,"MEENACHIL AT KIDANGOOR, KERALA",26.00,7.20,6.70,109.00,0.80,0.44,1000.00,1400.00,2009.00
1340,NAN,"MANIMALA  AT KALLOOPARA, KERALA",29.00,6.80,7.10,61.00,1.50,0.50,130.00,485.00,2009.00
1341,NAN,"PAMBA AT THAKAZHY, KERALA",28.00,6.10,6.70,244.00,0.90,0.33,655.00,1113.00,2009.00
1342,NAN,"ACHENKOIL AT THUMPAMON, KERALA",27.00,6.80,7.00,62.00,0.60,0.93,240.00,434.00,2009.00
1384,NAN,"MANIMALA AT THONDRA, KERALA",28.00,7.10,7.00,59.00,0.80,0.71,540.00,890.00,2009.00
1442,NAN,"VAMANAPURAM, KERALA",27.00,7.40,6.60,64.00,0.70,0.29,288.00,1425.00,2009.00
1443,NAN,"ACHENKOIL AT CHENNITHULA, KERALA",26.00,6.40,7.00,79.00,0.80,0.73,271.00,493.00,2009.00
1563,NAN,"NEYYAR AMARAVILA, KERALA",26.00,7.20,6.70,73.00,0.90,0.28,335.00,2150.00,2009.00
1564,NAN,"AYUR, KERALA",27.00,6.20,7.00,83.00,0.60,0.93,282.00,505.00,2009.00
1565,NAN,"PAMBA DOWN, KERALA",29.00,6.10,6.70,55.00,1.40,0.55,825.00,1450.00,2009.00
1566,NAN,"THIRURANGADY, KERALA",28.00,6.60,6.50,79.00,0.80,0.13,195.00,650.00,2009.00
1567,NAN,"KUTTIYADY ESTATE, KERALA",26.00,6.90,6.70,198.00,0.30,0.20,40.00,180.00,2009.00
1568,NAN,"MAHI VALAYAM, KERALA",27.00,7.30,6.50,44.00,0.50,0.21,233.00,400.00,2009.00
1569,NAN,"KUPPAM THALIPARAMBA, KERALA",28.00,6.20,6.60,15738.00,1.00,0.93,233.00,360.00,2009.00
1570,NAN,"NEELASHWER HOSDURG, KERALA",29.00,5.20,7.10,18459.00,1.00,0.13,518.00,918.00,2009.00
1571,NAN,"KORINGODA KAKKADAVU,  KERALA",28.00,7.40,7.00,45.00,1.10,0.11,1043.00,1933.00,2009.00
1572,NAN,"CHANDRIGIRI PADIYATHADKA, KERALA",28.00,7.60,6.70,52.00,1.10,0.11,613.00,963.00,2009.00
1573,NAN,"CHAITRAPUZHA IRUMPANAM, KERALA",28.00,2.90,6.30,841.00,2.00,1.07,430.00,913.00,2009.00
2284,NAN,R NEYYAR AT ARUVIPURAM,26.00,6.60,6.70,72.00,0.70,0.32,463.00,1655.00,2009.00
2285,NAN,R MAMOM AT MAMOM BRIDGE,26.00,6.40,6.70,122.00,0.70,0.34,343.00,1630.00,2009.00
2286,NAN,R AYROOR AT AYROOR BRIDGE,26.00,5.40,6.60,102.00,0.90,0.26,240.00,1913.00,2009.00
2287,NAN,R ITHIKKARA AT ITHIKKARA,27.00,6.20,7.00,5656.00,0.90,1.05,162.00,289.00,2009.00
2288,NAN,R PALLICKAL AT NELLIMUKAL,27.00,6.90,7.10,71.00,0.50,0.26,125.00,246.00,2009.00
2289,NAN,R KARUVANNURR AT KARUVANNUR BRIDGE,28.00,6.70,6.50,55.00,0.90,0.60,265.00,500.00,2009.00
2290,NAN,R PUZHACKAL AT PUZHACKAL BRIDGE,28.00,5.70,6.70,127.00,1.90,0.35,221.00,473.00,2009.00
2291,NAN,R KEECHERI AT VADAKKANCHERY BRIDGE,28.00,6.00,6.90,77.00,1.80,0.61,290.00,500.00,2009.00
2292,NAN,R THIRUR AT THALAKKADATHUR BRIDGE,28.00,5.20,6.10,4968.00,1.10,0.14,235.00,820.00,2009.00
2293,NAN,R KADALUNDI AT HAJIRAPPALLY,28.00,7.40,6.40,78.00,1.20,0.12,280.00,720.00,2009.00
2294,NAN,R KALLAI AT KALLAI BRIDGE,27.00,3.50,7.30,20430.00,1.30,0.62,560.00,1290.00,2009.00
2295,NAN,R CORAPUZHA AT KANAYANKODE,27.00,6.00,7.10,13257.00,1.10,0.14,750.00,1465.00,2009.00
2296,NAN,R THALLASSERY AT PATHIPPALAM,28.00,6.40,6.10,62.00,0.70,0.28,213.00,425.00,2009.00
2297,NAN,R ANCHARAKANDY AT MERUVAMBA,27.00,6.60,6.30,59.00,1.00,0.16,248.00,385.00,2009.00
2298,NAN,R KUPPAM AT RAYAROM,27.00,7.10,6.40,59.00,0.90,0.13,178.00,275.00,2009.00
2299,NAN,R RAMAPURAM AT RAMAPURAM BRIDGE,28.00,6.40,7.10,7035.00,0.80,0.19,110.00,195.00,2009.00
2300,NAN,R PERUVAMBA AT CHANDAPPURA,28.00,7.30,6.20,51.00,0.90,0.21,195.00,340.00,2009.00
2301,NAN,R KAVVAI AT KUTTIYOL PALAM,29.00,6.80,6.50,80.00,0.80,0.26,53.00,100.00,2009.00
2302,NAN,R NEELASWARAM AT NAMBIARKAL DAM,28.00,6.40,6.70,3131.00,2.20,0.12,820.00,1055.00,2009.00
2303,NAN,R PULLUR AT PULLUR BR.,27.00,5.80,6.50,59.00,1.50,0.13,1800.00,2788.00,2009.00
2304,NAN,R MOGRAL AT MOGRAL BR.,28.00,5.20,7.20,19885.00,1.20,0.18,843.00,2275.00,2009.00
2305,NAN,R SHRIYA AT ANGADIMOGARU,27.00,7.70,6.80,67.00,0.90,0.08,1740.00,2257.00,2009.00
2306,NAN,R UPPALA AT  UPPALA BR.,28.00,5.70,7.20,19085.00,1.40,0.09,1845.00,2785.00,2009.00
2307,NAN,R MANJESWAR AT BAJRAKKARA BR.,25.00,6.70,6.30,177.00,1.20,0.20,1583.00,2807.00,2009.00
2319,NAN,R ANCHARAKANDY AT MERUVAMBA,28.00,6.40,6.40,4165.00,1.20,0.13,168.00,303.00,2009.00
2326,NAN,R KORAYAR AT KANJIKODE,27.00,6.20,7.60,498.00,0.40,0.28,613.00,1400.00,2009.00
2331,NAN,R BHARATHAPUZHA AT KUTTIPPURAM,27.00,6.80,7.50,119.00,0.40,0.18,478.00,918.00,2009.00
2332,NAN,R BHARATHAPUZHA AT PATTAMBI,27.00,7.10,7.60,161.00,0.50,0.19,710.00,1675.00,2009.00
2333,NAN,RIVER PERIYAR AT MUPPATHADAM,28.00,5.90,6.70,70.00,1.70,0.50,74.00,428.00,2009.00
2334,NAN,RIVER PERIYAR AT PATHALAM,28.00,5.80,6.50,864.00,1.50,0.37,199.00,876.00,2009.00
2335,NAN,R PERIYAR AT KALAMASSERY,29.00,4.70,6.60,69.00,1.80,0.26,234.00,1083.00,2009.00
2336,NAN,R PERIYAR AT PURAPPALLIKAVU,28.00,6.50,6.60,1204.00,1.20,0.24,175.00,689.00,2009.00
2337,NAN,R KADAMBAYAR AT BRAHMAPURAM,28.00,1.40,6.20,129.00,2.20,0.48,351.00,882.00,2009.00
2338,NAN,R KADAMBAYAR AT MANCKAKADAVU,28.00,1.50,6.30,73.00,1.50,0.12,298.00,1225.00,2009.00
1448,NAN,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",28.00,7.00,7.50,226.00,1.10,2.30,3.00,83.00,2009.00
